Protein1_STRING_ID	Protein2_STRING_ID	Combined_Score	Protein1_Name	Protein2_Name	Protein1_Ensembl_Gene_ID	Protein2_Ensembl_Gene_ID
10090.ENSMUSP00000000175	10090.ENSMUSP00000005647	941	Sdhd	Ndufs3	ENSMUSG00000000171	ENSMUSG00000005510
10090.ENSMUSP00000000260	10090.ENSMUSP00000005829	941	Gmpr	Ampd3	ENSMUSG00000000253	ENSMUSG00000005686
10090.ENSMUSP00000001415	10090.ENSMUSP00000005406	941	Apbb3	App	ENSMUSG00000117679	ENSMUSG00000022892
10090.ENSMUSP00000002121	10090.ENSMUSP00000004786	941	Supt6	Polr2e	ENSMUSG00000002052	ENSMUSG00000004667
10090.ENSMUSP00000003521	10090.ENSMUSP00000004206	941	Rps11	Eif3g	ENSMUSG00000003429	ENSMUSG00000070319
10090.ENSMUSP00000004206	10090.ENSMUSP00000003521	941	Eif3g	Rps11	ENSMUSG00000070319	ENSMUSG00000003429
10090.ENSMUSP00000004330	10090.ENSMUSP00000005064	941	Ikbkg	Pias4	ENSMUSG00000004221	ENSMUSG00000004934
10090.ENSMUSP00000004786	10090.ENSMUSP00000002121	941	Polr2e	Supt6	ENSMUSG00000004667	ENSMUSG00000002052
10090.ENSMUSP00000005064	10090.ENSMUSP00000004330	941	Pias4	Ikbkg	ENSMUSG00000004934	ENSMUSG00000004221
10090.ENSMUSP00000005164	10090.ENSMUSP00000005606	941	Prkacb	Prkaca	ENSMUSG00000005034	ENSMUSG00000005469
10090.ENSMUSP00000005218	10090.ENSMUSP00000005889	941	Cd44	Vav1	ENSMUSG00000005087	ENSMUSG00000034116
10090.ENSMUSP00000005406	10090.ENSMUSP00000001415	941	App	Apbb3	ENSMUSG00000022892	ENSMUSG00000117679
10090.ENSMUSP00000005606	10090.ENSMUSP00000005164	941	Prkaca	Prkacb	ENSMUSG00000005469	ENSMUSG00000005034
10090.ENSMUSP00000005647	10090.ENSMUSP00000000175	941	Ndufs3	Sdhd	ENSMUSG00000005510	ENSMUSG00000000171
10090.ENSMUSP00000005829	10090.ENSMUSP00000000260	941	Ampd3	Gmpr	ENSMUSG00000005686	ENSMUSG00000000253
10090.ENSMUSP00000005889	10090.ENSMUSP00000005218	941	Vav1	Cd44	ENSMUSG00000034116	ENSMUSG00000005087
10090.ENSMUSP00000006912	10090.ENSMUSP00000013970	941	Pip4k2a	Pip4k2c	ENSMUSG00000026737	ENSMUSG00000025417
10090.ENSMUSP00000013970	10090.ENSMUSP00000006912	941	Pip4k2c	Pip4k2a	ENSMUSG00000025417	ENSMUSG00000026737
10090.ENSMUSP00000004507	10090.ENSMUSP00000007993	940	Ddx56	Rbm28	ENSMUSG00000004393	ENSMUSG00000029701
10090.ENSMUSP00000007993	10090.ENSMUSP00000004507	940	Rbm28	Ddx56	ENSMUSG00000029701	ENSMUSG00000004393
10090.ENSMUSP00000001818	10090.ENSMUSP00000008477	939	Crnkl1	Snrpb2	ENSMUSG00000001767	ENSMUSG00000008333
10090.ENSMUSP00000002044	10090.ENSMUSP00000004949	939	Map3k3	Traf6	ENSMUSG00000020700	ENSMUSG00000027164
10090.ENSMUSP00000004949	10090.ENSMUSP00000002044	939	Traf6	Map3k3	ENSMUSG00000027164	ENSMUSG00000020700
10090.ENSMUSP00000008477	10090.ENSMUSP00000001818	939	Snrpb2	Crnkl1	ENSMUSG00000008333	ENSMUSG00000001767
10090.ENSMUSP00000002044	10090.ENSMUSP00000004330	938	Map3k3	Ikbkg	ENSMUSG00000020700	ENSMUSG00000004221
10090.ENSMUSP00000002846	10090.ENSMUSP00000006544	938	Gnmt	Gcat	ENSMUSG00000002769	ENSMUSG00000006378
10090.ENSMUSP00000004330	10090.ENSMUSP00000002044	938	Ikbkg	Map3k3	ENSMUSG00000004221	ENSMUSG00000020700
10090.ENSMUSP00000004565	10090.ENSMUSP00000009003	938	Ralb	Rala	ENSMUSG00000004451	ENSMUSG00000008859
10090.ENSMUSP00000006544	10090.ENSMUSP00000002846	938	Gcat	Gnmt	ENSMUSG00000006378	ENSMUSG00000002769
10090.ENSMUSP00000009003	10090.ENSMUSP00000004565	938	Rala	Ralb	ENSMUSG00000008859	ENSMUSG00000004451
10090.ENSMUSP00000000219	10090.ENSMUSP00000000910	937	Th	Dbh	ENSMUSG00000000214	ENSMUSG00000000889
10090.ENSMUSP00000000910	10090.ENSMUSP00000000219	937	Dbh	Th	ENSMUSG00000000889	ENSMUSG00000000214
10090.ENSMUSP00000004646	10090.ENSMUSP00000007130	937	Coro1c	Ctnnb1	ENSMUSG00000004530	ENSMUSG00000006932
10090.ENSMUSP00000007130	10090.ENSMUSP00000004646	937	Ctnnb1	Coro1c	ENSMUSG00000006932	ENSMUSG00000004530
10090.ENSMUSP00000001412	10090.ENSMUSP00000006221	936	Vps50	Vps54	ENSMUSG00000001376	ENSMUSG00000020128
10090.ENSMUSP00000003645	10090.ENSMUSP00000004120	936	Ercc1	Fancl	ENSMUSG00000003549	ENSMUSG00000004018
10090.ENSMUSP00000004120	10090.ENSMUSP00000003645	936	Fancl	Ercc1	ENSMUSG00000004018	ENSMUSG00000003549
10090.ENSMUSP00000004202	10090.ENSMUSP00000005705	936	Dnmt1	Trim28	ENSMUSG00000004099	ENSMUSG00000005566
10090.ENSMUSP00000005066	10090.ENSMUSP00000009774	936	Map2k1	Ppp2cb	ENSMUSG00000004936	ENSMUSG00000009630
10090.ENSMUSP00000005705	10090.ENSMUSP00000004202	936	Trim28	Dnmt1	ENSMUSG00000005566	ENSMUSG00000004099
10090.ENSMUSP00000006221	10090.ENSMUSP00000001412	936	Vps54	Vps50	ENSMUSG00000020128	ENSMUSG00000001376
10090.ENSMUSP00000009774	10090.ENSMUSP00000005066	936	Ppp2cb	Map2k1	ENSMUSG00000009630	ENSMUSG00000004936
10090.ENSMUSP00000000451	10090.ENSMUSP00000007959	935	Raf1	Rhoa	ENSMUSG00000000441	ENSMUSG00000007815
10090.ENSMUSP00000000889	10090.ENSMUSP00000003981	935	Il4	Il7r	ENSMUSG00000000869	ENSMUSG00000003882
10090.ENSMUSP00000001834	10090.ENSMUSP00000010434	935	Rtcb	AI597479	ENSMUSG00000001783	ENSMUSG00000010290
10090.ENSMUSP00000003981	10090.ENSMUSP00000000889	935	Il7r	Il4	ENSMUSG00000003882	ENSMUSG00000000869
10090.ENSMUSP00000007959	10090.ENSMUSP00000000451	935	Rhoa	Raf1	ENSMUSG00000007815	ENSMUSG00000000441
10090.ENSMUSP00000010434	10090.ENSMUSP00000001834	935	AI597479	Rtcb	ENSMUSG00000010290	ENSMUSG00000001783
10090.ENSMUSP00000002397	10090.ENSMUSP00000006764	934	Gmpr2	Aprt	ENSMUSG00000002326	ENSMUSG00000006589
10090.ENSMUSP00000003310	10090.ENSMUSP00000010241	934	Ranbp2	Nxf1	ENSMUSG00000003226	ENSMUSG00000010097
10090.ENSMUSP00000004622	10090.ENSMUSP00000005815	934	Gab2	Kit	ENSMUSG00000004508	ENSMUSG00000005672
10090.ENSMUSP00000005815	10090.ENSMUSP00000004622	934	Kit	Gab2	ENSMUSG00000005672	ENSMUSG00000004508
10090.ENSMUSP00000006764	10090.ENSMUSP00000002397	934	Aprt	Gmpr2	ENSMUSG00000006589	ENSMUSG00000002326
10090.ENSMUSP00000010241	10090.ENSMUSP00000003310	934	Nxf1	Ranbp2	ENSMUSG00000010097	ENSMUSG00000003226
10090.ENSMUSP00000001724	10090.ENSMUSP00000004507	933	Ddx18	Ddx56	ENSMUSG00000001674	ENSMUSG00000004393
10090.ENSMUSP00000002121	10090.ENSMUSP00000003529	933	Supt6	Paf1	ENSMUSG00000002052	ENSMUSG00000003437
10090.ENSMUSP00000002457	10090.ENSMUSP00000007171	933	Bmp8b	Chrd	ENSMUSG00000002384	ENSMUSG00000006958
10090.ENSMUSP00000003529	10090.ENSMUSP00000002121	933	Paf1	Supt6	ENSMUSG00000003437	ENSMUSG00000002052
10090.ENSMUSP00000004507	10090.ENSMUSP00000001724	933	Ddx56	Ddx18	ENSMUSG00000004393	ENSMUSG00000001674
10090.ENSMUSP00000004920	10090.ENSMUSP00000004949	933	Ulk2	Traf6	ENSMUSG00000004798	ENSMUSG00000027164
10090.ENSMUSP00000004949	10090.ENSMUSP00000004920	933	Traf6	Ulk2	ENSMUSG00000027164	ENSMUSG00000004798
10090.ENSMUSP00000007005	10090.ENSMUSP00000008052	933	Acat2	Hmgcll1	ENSMUSG00000023832	ENSMUSG00000007908
10090.ENSMUSP00000007171	10090.ENSMUSP00000002457	933	Chrd	Bmp8b	ENSMUSG00000006958	ENSMUSG00000002384
10090.ENSMUSP00000008052	10090.ENSMUSP00000007005	933	Hmgcll1	Acat2	ENSMUSG00000007908	ENSMUSG00000023832
10090.ENSMUSP00000001326	10090.ENSMUSP00000005164	932	Sp1	Prkacb	ENSMUSG00000001280	ENSMUSG00000005034
10090.ENSMUSP00000001326	10090.ENSMUSP00000005606	932	Sp1	Prkaca	ENSMUSG00000001280	ENSMUSG00000005469
10090.ENSMUSP00000001547	10090.ENSMUSP00000004201	932	Col1a1	Col5a3	ENSMUSG00000001506	ENSMUSG00000004098
10090.ENSMUSP00000004201	10090.ENSMUSP00000001547	932	Col5a3	Col1a1	ENSMUSG00000004098	ENSMUSG00000001506
10090.ENSMUSP00000005164	10090.ENSMUSP00000001326	932	Prkacb	Sp1	ENSMUSG00000005034	ENSMUSG00000001280
10090.ENSMUSP00000005606	10090.ENSMUSP00000001326	932	Prkaca	Sp1	ENSMUSG00000005469	ENSMUSG00000001280
10090.ENSMUSP00000000001	10090.ENSMUSP00000000574	931	Gnai3	Adora3	ENSMUSG00000000001	ENSMUSG00000000562
10090.ENSMUSP00000000153	10090.ENSMUSP00000006005	931	Gna12	Pth1r	ENSMUSG00000000149	ENSMUSG00000032492
10090.ENSMUSP00000000574	10090.ENSMUSP00000000001	931	Adora3	Gnai3	ENSMUSG00000000562	ENSMUSG00000000001
10090.ENSMUSP00000001027	10090.ENSMUSP00000004232	931	Aox1	Adh1	ENSMUSG00000063558	ENSMUSG00000074207
10090.ENSMUSP00000001202	10090.ENSMUSP00000006912	931	Ocrl	Pip4k2a	ENSMUSG00000001173	ENSMUSG00000026737
10090.ENSMUSP00000001724	10090.ENSMUSP00000007993	931	Ddx18	Rbm28	ENSMUSG00000001674	ENSMUSG00000029701
10090.ENSMUSP00000002603	10090.ENSMUSP00000007130	931	Scrib	Ctnnb1	ENSMUSG00000022568	ENSMUSG00000006932
10090.ENSMUSP00000003370	10090.ENSMUSP00000004622	931	Hck	Gab2	ENSMUSG00000003283	ENSMUSG00000004508
10090.ENSMUSP00000003964	10090.ENSMUSP00000005164	931	Gys1	Prkacb	ENSMUSG00000003865	ENSMUSG00000005034
10090.ENSMUSP00000003964	10090.ENSMUSP00000005606	931	Gys1	Prkaca	ENSMUSG00000003865	ENSMUSG00000005469
10090.ENSMUSP00000004232	10090.ENSMUSP00000001027	931	Adh1	Aox1	ENSMUSG00000074207	ENSMUSG00000063558
10090.ENSMUSP00000004622	10090.ENSMUSP00000003370	931	Gab2	Hck	ENSMUSG00000004508	ENSMUSG00000003283
10090.ENSMUSP00000005164	10090.ENSMUSP00000003964	931	Prkacb	Gys1	ENSMUSG00000005034	ENSMUSG00000003865
10090.ENSMUSP00000005606	10090.ENSMUSP00000003964	931	Prkaca	Gys1	ENSMUSG00000005469	ENSMUSG00000003865
10090.ENSMUSP00000006005	10090.ENSMUSP00000000153	931	Pth1r	Gna12	ENSMUSG00000032492	ENSMUSG00000000149
10090.ENSMUSP00000006912	10090.ENSMUSP00000001202	931	Pip4k2a	Ocrl	ENSMUSG00000026737	ENSMUSG00000001173
10090.ENSMUSP00000007130	10090.ENSMUSP00000002603	931	Ctnnb1	Scrib	ENSMUSG00000006932	ENSMUSG00000022568
10090.ENSMUSP00000007993	10090.ENSMUSP00000001724	931	Rbm28	Ddx18	ENSMUSG00000029701	ENSMUSG00000001674
10090.ENSMUSP00000008052	10090.ENSMUSP00000010795	931	Hmgcll1	Acaa1b	ENSMUSG00000007908	ENSMUSG00000010651
10090.ENSMUSP00000010795	10090.ENSMUSP00000008052	931	Acaa1b	Hmgcll1	ENSMUSG00000010651	ENSMUSG00000007908
10090.ENSMUSP00000000312	10090.ENSMUSP00000002603	930	Cdh1	Scrib	ENSMUSG00000000303	ENSMUSG00000022568
10090.ENSMUSP00000000804	10090.ENSMUSP00000013949	930	Ddx3x	Birc3	ENSMUSG00000000787	ENSMUSG00000032000
10090.ENSMUSP00000002603	10090.ENSMUSP00000000312	930	Scrib	Cdh1	ENSMUSG00000022568	ENSMUSG00000000303
10090.ENSMUSP00000003450	10090.ENSMUSP00000007266	930	Ddx23	Lsm2	ENSMUSG00000003360	ENSMUSG00000007050
10090.ENSMUSP00000007266	10090.ENSMUSP00000003450	930	Lsm2	Ddx23	ENSMUSG00000007050	ENSMUSG00000003360
10090.ENSMUSP00000013949	10090.ENSMUSP00000000804	930	Birc3	Ddx3x	ENSMUSG00000032000	ENSMUSG00000000787
10090.ENSMUSP00000001027	10090.ENSMUSP00000013458	929	Aox1	Adh4	ENSMUSG00000063558	ENSMUSG00000037797
10090.ENSMUSP00000001202	10090.ENSMUSP00000013807	929	Ocrl	Pten	ENSMUSG00000001173	ENSMUSG00000013663
10090.ENSMUSP00000001818	10090.ENSMUSP00000002198	929	Crnkl1	Sf3a1	ENSMUSG00000001767	ENSMUSG00000002129
10090.ENSMUSP00000002198	10090.ENSMUSP00000001818	929	Sf3a1	Crnkl1	ENSMUSG00000002129	ENSMUSG00000001767
10090.ENSMUSP00000013458	10090.ENSMUSP00000001027	929	Adh4	Aox1	ENSMUSG00000037797	ENSMUSG00000063558
10090.ENSMUSP00000013807	10090.ENSMUSP00000001202	929	Pten	Ocrl	ENSMUSG00000013663	ENSMUSG00000001173
10090.ENSMUSP00000001202	10090.ENSMUSP00000013970	928	Ocrl	Pip4k2c	ENSMUSG00000001173	ENSMUSG00000025417
10090.ENSMUSP00000001757	10090.ENSMUSP00000006838	928	Eef1e1	Qars	ENSMUSG00000001707	ENSMUSG00000032604
10090.ENSMUSP00000003946	10090.ENSMUSP00000008812	928	Nob1	Rps18	ENSMUSG00000003848	ENSMUSG00000008668
10090.ENSMUSP00000006838	10090.ENSMUSP00000001757	928	Qars	Eef1e1	ENSMUSG00000032604	ENSMUSG00000001707
10090.ENSMUSP00000008812	10090.ENSMUSP00000003946	928	Rps18	Nob1	ENSMUSG00000008668	ENSMUSG00000003848
10090.ENSMUSP00000013970	10090.ENSMUSP00000001202	928	Pip4k2c	Ocrl	ENSMUSG00000025417	ENSMUSG00000001173
10090.ENSMUSP00000000260	10090.ENSMUSP00000002397	927	Gmpr	Gmpr2	ENSMUSG00000000253	ENSMUSG00000002326
10090.ENSMUSP00000002397	10090.ENSMUSP00000000260	927	Gmpr2	Gmpr	ENSMUSG00000002326	ENSMUSG00000000253
10090.ENSMUSP00000004379	10090.ENSMUSP00000008004	927	Emg1	Ddx49	ENSMUSG00000004268	ENSMUSG00000057788
10090.ENSMUSP00000004732	10090.ENSMUSP00000006431	927	Lim2	Atp6v1b1	ENSMUSG00000118560	ENSMUSG00000006269
10090.ENSMUSP00000004732	10090.ENSMUSP00000006435	927	Lim2	Atp6v1b2	ENSMUSG00000118560	ENSMUSG00000006273
10090.ENSMUSP00000006217	10090.ENSMUSP00000014546	927	Snf8	Tsg101	ENSMUSG00000006058	ENSMUSG00000014402
10090.ENSMUSP00000006431	10090.ENSMUSP00000004732	927	Atp6v1b1	Lim2	ENSMUSG00000006269	ENSMUSG00000118560
10090.ENSMUSP00000006435	10090.ENSMUSP00000004732	927	Atp6v1b2	Lim2	ENSMUSG00000006273	ENSMUSG00000118560
10090.ENSMUSP00000008004	10090.ENSMUSP00000004379	927	Ddx49	Emg1	ENSMUSG00000057788	ENSMUSG00000004268
10090.ENSMUSP00000014546	10090.ENSMUSP00000006217	927	Tsg101	Snf8	ENSMUSG00000014402	ENSMUSG00000006058
10090.ENSMUSP00000000219	10090.ENSMUSP00000001720	926	Th	Tat	ENSMUSG00000000214	ENSMUSG00000001670
10090.ENSMUSP00000000329	10090.ENSMUSP00000003574	926	Alox12	Cyp4f18	ENSMUSG00000000320	ENSMUSG00000003484
10090.ENSMUSP00000000450	10090.ENSMUSP00000002678	926	Pparg	Tgfb1	ENSMUSG00000000440	ENSMUSG00000002603
10090.ENSMUSP00000001720	10090.ENSMUSP00000000219	926	Tat	Th	ENSMUSG00000001670	ENSMUSG00000000214
10090.ENSMUSP00000002395	10090.ENSMUSP00000009774	926	Rec8	Ppp2cb	ENSMUSG00000002324	ENSMUSG00000009630
10090.ENSMUSP00000002678	10090.ENSMUSP00000000450	926	Tgfb1	Pparg	ENSMUSG00000002603	ENSMUSG00000000440
10090.ENSMUSP00000003574	10090.ENSMUSP00000000329	926	Cyp4f18	Alox12	ENSMUSG00000003484	ENSMUSG00000000320
10090.ENSMUSP00000009774	10090.ENSMUSP00000002395	926	Ppp2cb	Rec8	ENSMUSG00000009630	ENSMUSG00000002324
10090.ENSMUSP00000000317	10090.ENSMUSP00000009036	925	Ckmt1	Vdac3	ENSMUSG00000000308	ENSMUSG00000008892
10090.ENSMUSP00000000579	10090.ENSMUSP00000005164	925	Sox9	Prkacb	ENSMUSG00000000567	ENSMUSG00000005034
10090.ENSMUSP00000000756	10090.ENSMUSP00000002844	925	Rpl13	Mrpl2	ENSMUSG00000000740	ENSMUSG00000002767
10090.ENSMUSP00000001027	10090.ENSMUSP00000005964	925	Aox1	Adh5	ENSMUSG00000063558	ENSMUSG00000028138
10090.ENSMUSP00000002395	10090.ENSMUSP00000007708	925	Rec8	Ppp2r1a	ENSMUSG00000002324	ENSMUSG00000007564
10090.ENSMUSP00000002844	10090.ENSMUSP00000000756	925	Mrpl2	Rpl13	ENSMUSG00000002767	ENSMUSG00000000740
10090.ENSMUSP00000003038	10090.ENSMUSP00000009234	925	Ap2a2	Ap1b1	ENSMUSG00000002957	ENSMUSG00000009090
10090.ENSMUSP00000004732	10090.ENSMUSP00000013304	925	Lim2	Atp6v0d1	ENSMUSG00000118560	ENSMUSG00000013160
10090.ENSMUSP00000004770	10090.ENSMUSP00000006151	925	Tyr	Tyrp1	ENSMUSG00000004651	ENSMUSG00000005994
10090.ENSMUSP00000005066	10090.ENSMUSP00000005164	925	Map2k1	Prkacb	ENSMUSG00000004936	ENSMUSG00000005034
10090.ENSMUSP00000005164	10090.ENSMUSP00000000579	925	Prkacb	Sox9	ENSMUSG00000005034	ENSMUSG00000000567
10090.ENSMUSP00000005164	10090.ENSMUSP00000005066	925	Prkacb	Map2k1	ENSMUSG00000005034	ENSMUSG00000004936
10090.ENSMUSP00000005964	10090.ENSMUSP00000001027	925	Adh5	Aox1	ENSMUSG00000028138	ENSMUSG00000063558
10090.ENSMUSP00000006151	10090.ENSMUSP00000004770	925	Tyrp1	Tyr	ENSMUSG00000005994	ENSMUSG00000004651
10090.ENSMUSP00000006912	10090.ENSMUSP00000013807	925	Pip4k2a	Pten	ENSMUSG00000026737	ENSMUSG00000013663
10090.ENSMUSP00000007708	10090.ENSMUSP00000002395	925	Ppp2r1a	Rec8	ENSMUSG00000007564	ENSMUSG00000002324
10090.ENSMUSP00000009036	10090.ENSMUSP00000000317	925	Vdac3	Ckmt1	ENSMUSG00000008892	ENSMUSG00000000308
10090.ENSMUSP00000009234	10090.ENSMUSP00000003038	925	Ap1b1	Ap2a2	ENSMUSG00000009090	ENSMUSG00000002957
10090.ENSMUSP00000013304	10090.ENSMUSP00000004732	925	Atp6v0d1	Lim2	ENSMUSG00000013160	ENSMUSG00000118560
10090.ENSMUSP00000013807	10090.ENSMUSP00000006912	925	Pten	Pip4k2a	ENSMUSG00000013663	ENSMUSG00000026737
10090.ENSMUSP00000000193	10090.ENSMUSP00000009329	924	Ccl2	Ccl8	ENSMUSG00000035385	ENSMUSG00000009185
10090.ENSMUSP00000001147	10090.ENSMUSP00000005218	924	Col6a1	Cd44	ENSMUSG00000001119	ENSMUSG00000005087
10090.ENSMUSP00000002063	10090.ENSMUSP00000007216	924	Ap4e1	Ap2m1	ENSMUSG00000001998	ENSMUSG00000022841
10090.ENSMUSP00000002487	10090.ENSMUSP00000005164	924	Braf	Prkacb	ENSMUSG00000002413	ENSMUSG00000005034
10090.ENSMUSP00000004377	10090.ENSMUSP00000014290	924	Ptpn6	Apbb1ip	ENSMUSG00000004266	ENSMUSG00000026786
10090.ENSMUSP00000004990	10090.ENSMUSP00000009550	924	Mapk14	Elk1	ENSMUSG00000053436	ENSMUSG00000009406
10090.ENSMUSP00000005164	10090.ENSMUSP00000002487	924	Prkacb	Braf	ENSMUSG00000005034	ENSMUSG00000002413
10090.ENSMUSP00000005218	10090.ENSMUSP00000001147	924	Cd44	Col6a1	ENSMUSG00000005087	ENSMUSG00000001119
10090.ENSMUSP00000007216	10090.ENSMUSP00000002063	924	Ap2m1	Ap4e1	ENSMUSG00000022841	ENSMUSG00000001998
10090.ENSMUSP00000009329	10090.ENSMUSP00000000193	924	Ccl8	Ccl2	ENSMUSG00000009185	ENSMUSG00000035385
10090.ENSMUSP00000009550	10090.ENSMUSP00000004990	924	Elk1	Mapk14	ENSMUSG00000009406	ENSMUSG00000053436
10090.ENSMUSP00000014290	10090.ENSMUSP00000004377	924	Apbb1ip	Ptpn6	ENSMUSG00000026786	ENSMUSG00000004266
10090.ENSMUSP00000000001	10090.ENSMUSP00000004076	923	Gnai3	Grm3	ENSMUSG00000000001	ENSMUSG00000003974
10090.ENSMUSP00000000312	10090.ENSMUSP00000004646	923	Cdh1	Coro1c	ENSMUSG00000000303	ENSMUSG00000004530
10090.ENSMUSP00000002883	10090.ENSMUSP00000010941	923	Sfrp4	Wnt2	ENSMUSG00000021319	ENSMUSG00000010797
10090.ENSMUSP00000002926	10090.ENSMUSP00000004381	923	Pla1a	Lpcat3	ENSMUSG00000002847	ENSMUSG00000004270
10090.ENSMUSP00000003386	10090.ENSMUSP00000010550	923	Mrpl4	Mrpl52	ENSMUSG00000003299	ENSMUSG00000010406
10090.ENSMUSP00000004076	10090.ENSMUSP00000000001	923	Grm3	Gnai3	ENSMUSG00000003974	ENSMUSG00000000001
10090.ENSMUSP00000004381	10090.ENSMUSP00000002926	923	Lpcat3	Pla1a	ENSMUSG00000004270	ENSMUSG00000002847
10090.ENSMUSP00000004646	10090.ENSMUSP00000000312	923	Coro1c	Cdh1	ENSMUSG00000004530	ENSMUSG00000000303
10090.ENSMUSP00000005066	10090.ENSMUSP00000005606	923	Map2k1	Prkaca	ENSMUSG00000004936	ENSMUSG00000005469
10090.ENSMUSP00000005066	10090.ENSMUSP00000007708	923	Map2k1	Ppp2r1a	ENSMUSG00000004936	ENSMUSG00000007564
10090.ENSMUSP00000005606	10090.ENSMUSP00000005066	923	Prkaca	Map2k1	ENSMUSG00000005469	ENSMUSG00000004936
10090.ENSMUSP00000007708	10090.ENSMUSP00000005066	923	Ppp2r1a	Map2k1	ENSMUSG00000007564	ENSMUSG00000004936
10090.ENSMUSP00000010550	10090.ENSMUSP00000003386	923	Mrpl52	Mrpl4	ENSMUSG00000010406	ENSMUSG00000003299
10090.ENSMUSP00000010941	10090.ENSMUSP00000002883	923	Wnt2	Sfrp4	ENSMUSG00000010797	ENSMUSG00000021319
10090.ENSMUSP00000000312	10090.ENSMUSP00000001569	922	Cdh1	Flot1	ENSMUSG00000000303	ENSMUSG00000059714
10090.ENSMUSP00000000696	10090.ENSMUSP00000005592	922	Cd52	Siglecg	ENSMUSG00000000682	ENSMUSG00000030468
10090.ENSMUSP00000001569	10090.ENSMUSP00000000312	922	Flot1	Cdh1	ENSMUSG00000059714	ENSMUSG00000000303
10090.ENSMUSP00000002487	10090.ENSMUSP00000005606	922	Braf	Prkaca	ENSMUSG00000002413	ENSMUSG00000005469
10090.ENSMUSP00000004560	10090.ENSMUSP00000006235	922	Bid	Ctsb	ENSMUSG00000004446	ENSMUSG00000021939
10090.ENSMUSP00000005592	10090.ENSMUSP00000000696	922	Siglecg	Cd52	ENSMUSG00000030468	ENSMUSG00000000682
10090.ENSMUSP00000005606	10090.ENSMUSP00000002487	922	Prkaca	Braf	ENSMUSG00000005469	ENSMUSG00000002413
10090.ENSMUSP00000005830	10090.ENSMUSP00000008477	922	Bcas2	Snrpb2	ENSMUSG00000005687	ENSMUSG00000008333
10090.ENSMUSP00000006235	10090.ENSMUSP00000004560	922	Ctsb	Bid	ENSMUSG00000021939	ENSMUSG00000004446
10090.ENSMUSP00000008477	10090.ENSMUSP00000005830	922	Snrpb2	Bcas2	ENSMUSG00000008333	ENSMUSG00000005687
10090.ENSMUSP00000013807	10090.ENSMUSP00000013970	922	Pten	Pip4k2c	ENSMUSG00000013663	ENSMUSG00000025417
10090.ENSMUSP00000013970	10090.ENSMUSP00000013807	922	Pip4k2c	Pten	ENSMUSG00000025417	ENSMUSG00000013663
10090.ENSMUSP00000000175	10090.ENSMUSP00000013737	921	Sdhd	Ndufs2	ENSMUSG00000000171	ENSMUSG00000013593
10090.ENSMUSP00000000718	10090.ENSMUSP00000001780	921	Tcl1b4	Akt1	ENSMUSG00000079007	ENSMUSG00000001729
10090.ENSMUSP00000001319	10090.ENSMUSP00000004036	921	Efnb2	Efnb3	ENSMUSG00000001300	ENSMUSG00000003934
10090.ENSMUSP00000001419	10090.ENSMUSP00000008477	921	Zmat2	Snrpb2	ENSMUSG00000001383	ENSMUSG00000008333
10090.ENSMUSP00000001709	10090.ENSMUSP00000001711	921	Hoxc5	Hoxc6	ENSMUSG00000022485	ENSMUSG00000001661
10090.ENSMUSP00000001711	10090.ENSMUSP00000001709	921	Hoxc6	Hoxc5	ENSMUSG00000001661	ENSMUSG00000022485
10090.ENSMUSP00000001780	10090.ENSMUSP00000000718	921	Akt1	Tcl1b4	ENSMUSG00000001729	ENSMUSG00000079007
10090.ENSMUSP00000002397	10090.ENSMUSP00000005829	921	Gmpr2	Ampd3	ENSMUSG00000002326	ENSMUSG00000005686
10090.ENSMUSP00000004036	10090.ENSMUSP00000001319	921	Efnb3	Efnb2	ENSMUSG00000003934	ENSMUSG00000001300
10090.ENSMUSP00000005606	10090.ENSMUSP00000005671	921	Prkaca	Igf1r	ENSMUSG00000005469	ENSMUSG00000005533
10090.ENSMUSP00000005671	10090.ENSMUSP00000005606	921	Igf1r	Prkaca	ENSMUSG00000005533	ENSMUSG00000005469
10090.ENSMUSP00000005829	10090.ENSMUSP00000002397	921	Ampd3	Gmpr2	ENSMUSG00000005686	ENSMUSG00000002326
10090.ENSMUSP00000008477	10090.ENSMUSP00000001419	921	Snrpb2	Zmat2	ENSMUSG00000008333	ENSMUSG00000001383
10090.ENSMUSP00000013737	10090.ENSMUSP00000000175	921	Ndufs2	Sdhd	ENSMUSG00000013593	ENSMUSG00000000171
10090.ENSMUSP00000000451	10090.ENSMUSP00000005164	920	Raf1	Prkacb	ENSMUSG00000000441	ENSMUSG00000005034
10090.ENSMUSP00000000451	10090.ENSMUSP00000005606	920	Raf1	Prkaca	ENSMUSG00000000441	ENSMUSG00000005469
10090.ENSMUSP00000000767	10090.ENSMUSP00000005503	920	Rpa1	Msh6	ENSMUSG00000000751	ENSMUSG00000005370
10090.ENSMUSP00000001479	10090.ENSMUSP00000005003	920	Kpnb1	Lbr	ENSMUSG00000001440	ENSMUSG00000004880
10090.ENSMUSP00000001950	10090.ENSMUSP00000004949	920	Tollip	Traf6	ENSMUSG00000025139	ENSMUSG00000027164
10090.ENSMUSP00000002101	10090.ENSMUSP00000004377	920	Cd3g	Ptpn6	ENSMUSG00000002033	ENSMUSG00000004266
10090.ENSMUSP00000004377	10090.ENSMUSP00000002101	920	Ptpn6	Cd3g	ENSMUSG00000004266	ENSMUSG00000002033
