STRING_Protein_ID	Ensembl_Protein_ID	Ensembl_Gene_ID	Protein_Name
10090.ENSMUSP00000006027	ENSMUSP00000006027	ENSMUSG00000005873	Reep5
10090.ENSMUSP00000006035	ENSMUSP00000006035	ENSMUSG00000005881	Ergic3
10090.ENSMUSP00000006037	ENSMUSP00000006037	ENSMUSG00000005886	Ncoa2
10090.ENSMUSP00000006046	ENSMUSP00000006046	ENSMUSG00000005892	Trh
10090.ENSMUSP00000006053	ENSMUSP00000006053	ENSMUSG00000005899	Smpd4
10090.ENSMUSP00000006071	ENSMUSP00000006071	ENSMUSG00000005917	Otx1
10090.ENSMUSP00000006094	ENSMUSP00000006094	ENSMUSG00000022445	Cyp2d26
10090.ENSMUSP00000006101	ENSMUSP00000006101	ENSMUSG00000005947	Itgae
10090.ENSMUSP00000006104	ENSMUSP00000006104	ENSMUSG00000005950	P2rx5
10090.ENSMUSP00000006105	ENSMUSP00000006105	ENSMUSG00000005951	Shpk
10090.ENSMUSP00000006112	ENSMUSP00000006112	ENSMUSG00000005958	Ephb3
10090.ENSMUSP00000006123	ENSMUSP00000006123	ENSMUSG00000005968	Tuft1
10090.ENSMUSP00000006128	ENSMUSP00000006128	ENSMUSG00000005973	Rcn1
10090.ENSMUSP00000006136	ENSMUSP00000006136	ENSMUSG00000005980	Dnase1
10090.ENSMUSP00000006137	ENSMUSP00000006137	ENSMUSG00000005981	Trap1
10090.ENSMUSP00000006151	ENSMUSP00000006151	ENSMUSG00000005994	Tyrp1
10090.ENSMUSP00000006178	ENSMUSP00000006178	ENSMUSG00000006021	Kptn
10090.ENSMUSP00000006181	ENSMUSP00000006181	ENSMUSG00000006024	Napa
10090.ENSMUSP00000006217	ENSMUSP00000006217	ENSMUSG00000006058	Snf8
10090.ENSMUSP00000006221	ENSMUSP00000006221	ENSMUSG00000020128	Vps54
10090.ENSMUSP00000006235	ENSMUSP00000006235	ENSMUSG00000021939	Ctsb
10090.ENSMUSP00000006254	ENSMUSP00000006254	ENSMUSG00000006095	Tbcb
10090.ENSMUSP00000006286	ENSMUSP00000006286	ENSMUSG00000006127	Inpp5k
10090.ENSMUSP00000006293	ENSMUSP00000006293	ENSMUSG00000006134	Crkl
10090.ENSMUSP00000006301	ENSMUSP00000006301	ENSMUSG00000029703	Lrwd1
10090.ENSMUSP00000006303	ENSMUSP00000006303	ENSMUSG00000006143	Upk3bl
10090.ENSMUSP00000006311	ENSMUSP00000006311	ENSMUSG00000030353	Tead4
10090.ENSMUSP00000006341	ENSMUSP00000006341	ENSMUSG00000006179	Prss16
10090.ENSMUSP00000006353	ENSMUSP00000006353	ENSMUSG00000006191	Cdkal1
10090.ENSMUSP00000006362	ENSMUSP00000006362	ENSMUSG00000006200	Rhox6
10090.ENSMUSP00000006367	ENSMUSP00000006367	ENSMUSG00000006205	Htra1
10090.ENSMUSP00000006377	ENSMUSP00000006377	ENSMUSG00000006215	Zbtb17
10090.ENSMUSP00000006378	ENSMUSP00000006378	ENSMUSG00000006216	Clcnkb
10090.ENSMUSP00000006380	ENSMUSP00000006380	ENSMUSG00000006218	Fam131c
10090.ENSMUSP00000006381	ENSMUSP00000006381	ENSMUSG00000006219	Fblim1
10090.ENSMUSP00000006392	ENSMUSP00000006392	ENSMUSG00000021403	Serpinb9b
10090.ENSMUSP00000006397	ENSMUSP00000006397	ENSMUSG00000006235	Epor
10090.ENSMUSP00000006424	ENSMUSP00000006424	ENSMUSG00000006262	Mob1b
10090.ENSMUSP00000006431	ENSMUSP00000006431	ENSMUSG00000006269	Atp6v1b1
10090.ENSMUSP00000006435	ENSMUSP00000006435	ENSMUSG00000006273	Atp6v1b2
10090.ENSMUSP00000006444	ENSMUSP00000006444	ENSMUSG00000006281	Tep1
10090.ENSMUSP00000006451	ENSMUSP00000006451	ENSMUSG00000006288	Ttc5
10090.ENSMUSP00000006476	ENSMUSP00000006476	ENSMUSG00000006313	Upk1a
10090.ENSMUSP00000006478	ENSMUSP00000006478	ENSMUSG00000006315	Tmem147
10090.ENSMUSP00000006508	ENSMUSP00000006508	ENSMUSG00000006345	Ggt1
10090.ENSMUSP00000006544	ENSMUSP00000006544	ENSMUSG00000006378	Gcat
10090.ENSMUSP00000006556	ENSMUSP00000006556	ENSMUSG00000006389	Mpl
10090.ENSMUSP00000006557	ENSMUSP00000006557	ENSMUSG00000006390	Elovl1
10090.ENSMUSP00000006559	ENSMUSP00000006559	ENSMUSG00000035274	Tpbg
10090.ENSMUSP00000006565	ENSMUSP00000006565	ENSMUSG00000006398	Cdc20
10090.ENSMUSP00000006578	ENSMUSP00000006578	ENSMUSG00000006411	Nectin4
10090.ENSMUSP00000006587	ENSMUSP00000006587	ENSMUSG00000090213	Tmem189
10090.ENSMUSP00000006611	ENSMUSP00000006611	ENSMUSG00000006442	Srm
10090.ENSMUSP00000006614	ENSMUSP00000006614	ENSMUSG00000006445	Epha2
10090.ENSMUSP00000006618	ENSMUSP00000006618	ENSMUSG00000028919	Arhgef19
10090.ENSMUSP00000006625	ENSMUSP00000006625	ENSMUSG00000006456	Rbm14
10090.ENSMUSP00000006626	ENSMUSP00000006626	ENSMUSG00000006457	Actn3
10090.ENSMUSP00000006629	ENSMUSP00000006629	ENSMUSG00000020315	Sptbn1
10090.ENSMUSP00000006632	ENSMUSP00000006632	ENSMUSG00000006463	Zdhhc24
10090.ENSMUSP00000006638	ENSMUSP00000006638	ENSMUSG00000006469	Slc34a3
10090.ENSMUSP00000006660	ENSMUSP00000006660	ENSMUSG00000046899	Prl7a2
10090.ENSMUSP00000006662	ENSMUSP00000006662	ENSMUSG00000006490	Prl8a9
10090.ENSMUSP00000006664	ENSMUSP00000006664	ENSMUSG00000019756	Prl8a1
10090.ENSMUSP00000006669	ENSMUSP00000006669	ENSMUSG00000006494	Pdk1
10090.ENSMUSP00000006679	ENSMUSP00000006679	ENSMUSG00000057729	Prtn3
10090.ENSMUSP00000006687	ENSMUSP00000006687	ENSMUSG00000028359	Orm3
10090.ENSMUSP00000006692	ENSMUSP00000006692	ENSMUSG00000006517	Mvd
10090.ENSMUSP00000006697	ENSMUSP00000006697	ENSMUSG00000006522	Itih3
10090.ENSMUSP00000006701	ENSMUSP00000006701	ENSMUSG00000006526	Stimate
10090.ENSMUSP00000006704	ENSMUSP00000006704	ENSMUSG00000006529	Itih1
10090.ENSMUSP00000006716	ENSMUSP00000006716	ENSMUSG00000033227	Wnt6
10090.ENSMUSP00000006718	ENSMUSP00000006718	ENSMUSG00000026167	Wnt10a
10090.ENSMUSP00000006721	ENSMUSP00000006721	ENSMUSG00000006546	Cryba2
10090.ENSMUSP00000006742	ENSMUSP00000006742	ENSMUSG00000006567	Atp7b
10090.ENSMUSP00000006745	ENSMUSP00000006745	ENSMUSG00000006570	Defb2
10090.ENSMUSP00000006749	ENSMUSP00000006749	ENSMUSG00000006574	Slc4a1
10090.ENSMUSP00000006750	ENSMUSP00000006750	ENSMUSG00000006575	Rundc3a
10090.ENSMUSP00000006760	ENSMUSP00000006760	ENSMUSG00000006585	Cdt1
10090.ENSMUSP00000006762	ENSMUSP00000006762	ENSMUSG00000006587	Snai3
10090.ENSMUSP00000006764	ENSMUSP00000006764	ENSMUSG00000006589	Aprt
10090.ENSMUSP00000006785	ENSMUSP00000006785	ENSMUSG00000021335	Slc17a1
10090.ENSMUSP00000006786	ENSMUSP00000006786	ENSMUSG00000036110	Slc17a2
10090.ENSMUSP00000006792	ENSMUSP00000006792	ENSMUSG00000062524	Ncr1
10090.ENSMUSP00000006818	ENSMUSP00000006818	ENSMUSG00000006642	Tcf23
10090.ENSMUSP00000006825	ENSMUSP00000006825	ENSMUSG00000006649	Nphs1
10090.ENSMUSP00000006828	ENSMUSP00000006828	ENSMUSG00000006651	Aplp1
10090.ENSMUSP00000006838	ENSMUSP00000006838	ENSMUSG00000032604	Qars
10090.ENSMUSP00000006851	ENSMUSP00000006851	ENSMUSG00000006673	Qrich1
10090.ENSMUSP00000006853	ENSMUSP00000006853	ENSMUSG00000006675	P4htm
10090.ENSMUSP00000006854	ENSMUSP00000006854	ENSMUSG00000006676	Usp19
10090.ENSMUSP00000006856	ENSMUSP00000006856	ENSMUSG00000006678	Pola1
10090.ENSMUSP00000006893	ENSMUSP00000006893	ENSMUSG00000006711	D130043K22Rik
10090.ENSMUSP00000006898	ENSMUSP00000006898	ENSMUSG00000006715	Gmnn
10090.ENSMUSP00000006900	ENSMUSP00000006900	ENSMUSG00000006717	Acot13
10090.ENSMUSP00000006911	ENSMUSP00000006911	ENSMUSG00000006728	Cdk4
10090.ENSMUSP00000006912	ENSMUSP00000006912	ENSMUSG00000026737	Pip4k2a
10090.ENSMUSP00000006914	ENSMUSP00000006914	ENSMUSG00000006731	B4galnt1
10090.ENSMUSP00000006915	ENSMUSP00000006915	ENSMUSG00000006732	Mettl1
10090.ENSMUSP00000006949	ENSMUSP00000006949	ENSMUSG00000006764	Tph2
10090.ENSMUSP00000006952	ENSMUSP00000006952	ENSMUSG00000040017	Saa4
10090.ENSMUSP00000006956	ENSMUSP00000006956	ENSMUSG00000040026	Saa3
10090.ENSMUSP00000006963	ENSMUSP00000006963	ENSMUSG00000055937	Krt28
10090.ENSMUSP00000006969	ENSMUSP00000006969	ENSMUSG00000006777	Krt23
10090.ENSMUSP00000006991	ENSMUSP00000006991	ENSMUSG00000021730	Hcn1
10090.ENSMUSP00000007005	ENSMUSP00000007005	ENSMUSG00000023832	Acat2
10090.ENSMUSP00000007012	ENSMUSP00000007012	ENSMUSG00000006818	Sod2
10090.ENSMUSP00000007042	ENSMUSP00000007042	ENSMUSG00000024474	Ik
10090.ENSMUSP00000007046	ENSMUSP00000007046	ENSMUSG00000006850	Tmco6
10090.ENSMUSP00000007130	ENSMUSP00000007130	ENSMUSG00000006932	Ctnnb1
10090.ENSMUSP00000007139	ENSMUSP00000007139	ENSMUSG00000006941	Eif1b
10090.ENSMUSP00000007156	ENSMUSP00000007156	ENSMUSG00000044485	Klk1b11
10090.ENSMUSP00000007161	ENSMUSP00000007161	ENSMUSG00000006948	Klk4
10090.ENSMUSP00000007171	ENSMUSP00000007171	ENSMUSG00000006958	Chrd
10090.ENSMUSP00000007207	ENSMUSP00000007207	ENSMUSG00000022843	Clcn2
10090.ENSMUSP00000007212	ENSMUSP00000007212	ENSMUSG00000006998	Psmd2
10090.ENSMUSP00000007216	ENSMUSP00000007216	ENSMUSG00000022841	Ap2m1
10090.ENSMUSP00000007236	ENSMUSP00000007236	ENSMUSG00000007021	Syngr3
10090.ENSMUSP00000007245	ENSMUSP00000007245	ENSMUSG00000007030	Vwa7
10090.ENSMUSP00000007248	ENSMUSP00000007248	ENSMUSG00000007033	Hspa1l
10090.ENSMUSP00000007249	ENSMUSP00000007249	ENSMUSG00000007034	Slc44a4
10090.ENSMUSP00000007250	ENSMUSP00000007250	ENSMUSG00000007035	Msh5
10090.ENSMUSP00000007251	ENSMUSP00000007251	ENSMUSG00000007036	Abhd16a
10090.ENSMUSP00000007253	ENSMUSP00000007253	ENSMUSG00000007038	Neu1
10090.ENSMUSP00000007255	ENSMUSP00000007255	ENSMUSG00000007039	Ddah2
10090.ENSMUSP00000007257	ENSMUSP00000007257	ENSMUSG00000007041	Clic1
10090.ENSMUSP00000007259	ENSMUSP00000007259	ENSMUSG00000073413	Ly6g6d
10090.ENSMUSP00000007266	ENSMUSP00000007266	ENSMUSG00000007050	Lsm2
10090.ENSMUSP00000007272	ENSMUSP00000007272	ENSMUSG00000045545	Krt14
10090.ENSMUSP00000007275	ENSMUSP00000007275	ENSMUSG00000044041	Krt13
10090.ENSMUSP00000007280	ENSMUSP00000007280	ENSMUSG00000053797	Krt16
10090.ENSMUSP00000007296	ENSMUSP00000007296	ENSMUSG00000007080	Pole
10090.ENSMUSP00000007317	ENSMUSP00000007317	ENSMUSG00000020911	Krt19
10090.ENSMUSP00000007318	ENSMUSP00000007318	ENSMUSG00000048981	Krt31
10090.ENSMUSP00000007340	ENSMUSP00000007340	ENSMUSG00000022229	Atp12a
10090.ENSMUSP00000007444	ENSMUSP00000007444	ENSMUSG00000069631	Strada
10090.ENSMUSP00000007449	ENSMUSP00000007449	ENSMUSG00000052131	Akr1b7
10090.ENSMUSP00000007482	ENSMUSP00000007482	ENSMUSG00000007338	Mrpl49
10090.ENSMUSP00000007559	ENSMUSP00000007559	ENSMUSG00000007415	Gatad1
10090.ENSMUSP00000007584	ENSMUSP00000007584	ENSMUSG00000103255	Pcdhac1
10090.ENSMUSP00000007601	ENSMUSP00000007601	ENSMUSG00000007457	2310003L06Rik
10090.ENSMUSP00000007708	ENSMUSP00000007708	ENSMUSG00000007564	Ppp2r1a
10090.ENSMUSP00000007733	ENSMUSP00000007733	ENSMUSG00000007589	Tinf2
10090.ENSMUSP00000007735	ENSMUSP00000007735	ENSMUSG00000007591	Tssk4
10090.ENSMUSP00000007738	ENSMUSP00000007738	ENSMUSG00000007594	Hapln4
10090.ENSMUSP00000007747	ENSMUSP00000007747	ENSMUSG00000007603	Dus3l
10090.ENSMUSP00000007754	ENSMUSP00000007754	ENSMUSG00000007610	Gtpbp3
10090.ENSMUSP00000007757	ENSMUSP00000007757	ENSMUSG00000007613	Tgfbr1
10090.ENSMUSP00000007790	ENSMUSP00000007790	ENSMUSG00000007646	Rad51c
10090.ENSMUSP00000007797	ENSMUSP00000007797	ENSMUSG00000007653	Gabrb2
10090.ENSMUSP00000007799	ENSMUSP00000007799	ENSMUSG00000007655	Cav1
10090.ENSMUSP00000007814	ENSMUSP00000007814	ENSMUSG00000007670	Khsrp
10090.ENSMUSP00000007865	ENSMUSP00000007865	ENSMUSG00000007721	Ccdc124
10090.ENSMUSP00000007959	ENSMUSP00000007959	ENSMUSG00000007815	Rhoa
10090.ENSMUSP00000007980	ENSMUSP00000007980	ENSMUSG00000007836	Hnrnpa0
10090.ENSMUSP00000007993	ENSMUSP00000007993	ENSMUSG00000029701	Rbm28
10090.ENSMUSP00000008004	ENSMUSP00000008004	ENSMUSG00000057788	Ddx49
10090.ENSMUSP00000008016	ENSMUSP00000008016	ENSMUSG00000007872	Id3
10090.ENSMUSP00000008021	ENSMUSP00000008021	ENSMUSG00000007877	Tcap
10090.ENSMUSP00000008032	ENSMUSP00000008032	ENSMUSG00000007888	Crlf1
10090.ENSMUSP00000008036	ENSMUSP00000008036	ENSMUSG00000007892	Rplp1
10090.ENSMUSP00000008051	ENSMUSP00000008051	ENSMUSG00000007907	Cabs1
10090.ENSMUSP00000008052	ENSMUSP00000008052	ENSMUSG00000007908	Hmgcll1
10090.ENSMUSP00000008088	ENSMUSP00000008088	ENSMUSG00000007944	Ttc9b
10090.ENSMUSP00000008090	ENSMUSP00000008090	ENSMUSG00000007946	Phox2a
10090.ENSMUSP00000008094	ENSMUSP00000008094	ENSMUSG00000007950	Abhd8
10090.ENSMUSP00000008280	ENSMUSP00000008280	ENSMUSG00000008136	Fhl2
10090.ENSMUSP00000008297	ENSMUSP00000008297	ENSMUSG00000008153	Clstn3
10090.ENSMUSP00000008350	ENSMUSP00000008350	ENSMUSG00000008206	Cers4
10090.ENSMUSP00000008445	ENSMUSP00000008445	ENSMUSG00000008301	Phax
10090.ENSMUSP00000008451	ENSMUSP00000008451	ENSMUSG00000008307	1700109H08Rik
10090.ENSMUSP00000008462	ENSMUSP00000008462	ENSMUSG00000008318	Relt
10090.ENSMUSP00000008477	ENSMUSP00000008477	ENSMUSG00000008333	Snrpb2
10090.ENSMUSP00000008517	ENSMUSP00000008517	ENSMUSG00000008373	Prpf31
10090.ENSMUSP00000008528	ENSMUSP00000008528	ENSMUSG00000008384	Sertad1
10090.ENSMUSP00000008537	ENSMUSP00000008537	ENSMUSG00000008393	Carhsp1
10090.ENSMUSP00000008542	ENSMUSP00000008542	ENSMUSG00000008398	Elk3
10090.ENSMUSP00000008573	ENSMUSP00000008573	ENSMUSG00000008429	Herpud2
10090.ENSMUSP00000008579	ENSMUSP00000008579	ENSMUSG00000008435	Rdh13
10090.ENSMUSP00000008582	ENSMUSP00000008582	ENSMUSG00000008438	Adam21
10090.ENSMUSP00000008594	ENSMUSP00000008594	ENSMUSG00000008450	Nutf2
10090.ENSMUSP00000008605	ENSMUSP00000008605	ENSMUSG00000008461	Fut1
10090.ENSMUSP00000008626	ENSMUSP00000008626	ENSMUSG00000008482	Rnf151
10090.ENSMUSP00000008733	ENSMUSP00000008733	ENSMUSG00000029131	Dnajb6
10090.ENSMUSP00000008734	ENSMUSP00000008734	ENSMUSG00000008590	Htr3b
10090.ENSMUSP00000008745	ENSMUSP00000008745	ENSMUSG00000008601	Rab25
10090.ENSMUSP00000008748	ENSMUSP00000008748	ENSMUSG00000008604	Ubqln4
10090.ENSMUSP00000008812	ENSMUSP00000008812	ENSMUSG00000008668	Rps18
10090.ENSMUSP00000008830	ENSMUSP00000008830	ENSMUSG00000094441	Zfp955a
10090.ENSMUSP00000008893	ENSMUSP00000008893	ENSMUSG00000024835	Coro1b
10090.ENSMUSP00000008907	ENSMUSP00000008907	ENSMUSG00000008763	Man1a2
10090.ENSMUSP00000008957	ENSMUSP00000008957	ENSMUSG00000008813	Tppp2
10090.ENSMUSP00000008987	ENSMUSP00000008987	ENSMUSG00000008843	Cldn13
10090.ENSMUSP00000008991	ENSMUSP00000008991	ENSMUSG00000067889	Sptbn2
10090.ENSMUSP00000008999	ENSMUSP00000008999	ENSMUSG00000008855	Hdac5
10090.ENSMUSP00000009003	ENSMUSP00000009003	ENSMUSG00000008859	Rala
10090.ENSMUSP00000009018	ENSMUSP00000009018	ENSMUSG00000008874	Clec3a
10090.ENSMUSP00000009036	ENSMUSP00000009036	ENSMUSG00000008892	Vdac3
10090.ENSMUSP00000009058	ENSMUSP00000009058	ENSMUSG00000028970	Abcb1b
10090.ENSMUSP00000009102	ENSMUSP00000009102	ENSMUSG00000008958	Vps72
10090.ENSMUSP00000009120	ENSMUSP00000009120	ENSMUSG00000008976	Gabpa
10090.ENSMUSP00000009143	ENSMUSP00000009143	ENSMUSG00000008999	Bmp7
10090.ENSMUSP00000009157	ENSMUSP00000009157	ENSMUSG00000009013	Dynll1
10090.ENSMUSP00000009219	ENSMUSP00000009219	ENSMUSG00000009075	Cabp7
10090.ENSMUSP00000009220	ENSMUSP00000009220	ENSMUSG00000009076	Zmat5
10090.ENSMUSP00000009234	ENSMUSP00000009234	ENSMUSG00000009090	Ap1b1
10090.ENSMUSP00000009236	ENSMUSP00000009236	ENSMUSG00000009092	Derl3
10090.ENSMUSP00000009256	ENSMUSP00000009256	ENSMUSG00000009112	Bcl2l13
10090.ENSMUSP00000009259	ENSMUSP00000009259	ENSMUSG00000009115	Spatc1l
10090.ENSMUSP00000009321	ENSMUSP00000009321	ENSMUSG00000022718	Dgcr8
10090.ENSMUSP00000009329	ENSMUSP00000009329	ENSMUSG00000009185	Ccl8
10090.ENSMUSP00000009340	ENSMUSP00000009340	ENSMUSG00000026536	Ifi211
10090.ENSMUSP00000009358	ENSMUSP00000009358	ENSMUSG00000009214	Mymk
10090.ENSMUSP00000009390	ENSMUSP00000009390	ENSMUSG00000009246	Trpm5
10090.ENSMUSP00000009392	ENSMUSP00000009392	ENSMUSG00000009248	Ascl2
10090.ENSMUSP00000009396	ENSMUSP00000009396	ENSMUSG00000000244	Tspan32
10090.ENSMUSP00000009411	ENSMUSP00000009411	ENSMUSG00000052763	Zfp212
10090.ENSMUSP00000009425	ENSMUSP00000009425	ENSMUSG00000009281	Rarres2
10090.ENSMUSP00000009435	ENSMUSP00000009435	ENSMUSG00000009291	Pttg1ip
10090.ENSMUSP00000009522	ENSMUSP00000009522	ENSMUSG00000009378	Slc16a12
10090.ENSMUSP00000009538	ENSMUSP00000009538	ENSMUSG00000009394	Syn2
10090.ENSMUSP00000009550	ENSMUSP00000009550	ENSMUSG00000009406	Elk1
10090.ENSMUSP00000009617	ENSMUSP00000009617	ENSMUSG00000027895	Kcnc4
10090.ENSMUSP00000009667	ENSMUSP00000009667	ENSMUSG00000030838	Ush1c
10090.ENSMUSP00000009679	ENSMUSP00000009679	ENSMUSG00000009535	Rnmt
10090.ENSMUSP00000009689	ENSMUSP00000009689	ENSMUSG00000009545	Kcnq1
10090.ENSMUSP00000009693	ENSMUSP00000009693	ENSMUSG00000009549	Srp14
10090.ENSMUSP00000009699	ENSMUSP00000009699	ENSMUSG00000009555	Cdk9
10090.ENSMUSP00000009705	ENSMUSP00000009705	ENSMUSG00000026814	Eng
10090.ENSMUSP00000009707	ENSMUSP00000009707	ENSMUSG00000009563	Tor2a
10090.ENSMUSP00000009713	ENSMUSP00000009713	ENSMUSG00000009569	Mrtfb
10090.ENSMUSP00000009727	ENSMUSP00000009727	ENSMUSG00000022415	Syngr1
10090.ENSMUSP00000009732	ENSMUSP00000009732	ENSMUSG00000009588	St6galnac1
10090.ENSMUSP00000009740	ENSMUSP00000009740	ENSMUSG00000009596	Taf7l
10090.ENSMUSP00000009772	ENSMUSP00000009772	ENSMUSG00000009628	Tex15
10090.ENSMUSP00000009774	ENSMUSP00000009774	ENSMUSG00000009630	Ppp2cb
10090.ENSMUSP00000009777	ENSMUSP00000009777	ENSMUSG00000009633	G0s2
10090.ENSMUSP00000009789	ENSMUSP00000009789	ENSMUSG00000019916	P4ha1
10090.ENSMUSP00000009790	ENSMUSP00000009790	ENSMUSG00000009646	Pla2g12b
10090.ENSMUSP00000009798	ENSMUSP00000009798	ENSMUSG00000009654	Oit3
10090.ENSMUSP00000009814	ENSMUSP00000009814	ENSMUSG00000009670	Tex11
10090.ENSMUSP00000009831	ENSMUSP00000009831	ENSMUSG00000009687	Fxyd5
10090.ENSMUSP00000009875	ENSMUSP00000009875	ENSMUSG00000009731	Kcnd1
10090.ENSMUSP00000010007	ENSMUSP00000010007	ENSMUSG00000009863	Sdhb
10090.ENSMUSP00000010038	ENSMUSP00000010038	ENSMUSG00000009894	Snap47
10090.ENSMUSP00000010044	ENSMUSP00000010044	ENSMUSG00000009900	Wnt3a
10090.ENSMUSP00000010049	ENSMUSP00000010049	ENSMUSG00000009905	Kdsr
10090.ENSMUSP00000010085	ENSMUSP00000010085	ENSMUSG00000009941	Nxf2
10090.ENSMUSP00000010127	ENSMUSP00000010127	ENSMUSG00000031397	Tktl1
10090.ENSMUSP00000010188	ENSMUSP00000010188	ENSMUSG00000010044	Zmynd10
10090.ENSMUSP00000010189	ENSMUSP00000010189	ENSMUSG00000010045	Tmem115
10090.ENSMUSP00000010192	ENSMUSP00000010192	ENSMUSG00000010048	Ifrd2
10090.ENSMUSP00000010195	ENSMUSP00000010195	ENSMUSG00000010051	Hyal1
10090.ENSMUSP00000010198	ENSMUSP00000010198	ENSMUSG00000010054	Tusc2
10090.ENSMUSP00000010201	ENSMUSP00000010201	ENSMUSG00000010057	Nprl2
10090.ENSMUSP00000010205	ENSMUSP00000010205	ENSMUSG00000034837	Gnat1
10090.ENSMUSP00000010241	ENSMUSP00000010241	ENSMUSG00000010097	Nxf1
10090.ENSMUSP00000010248	ENSMUSP00000010248	ENSMUSG00000117924	Tmem223
10090.ENSMUSP00000010249	ENSMUSP00000010249	ENSMUSG00000118346	Tmem179b
10090.ENSMUSP00000010250	ENSMUSP00000010250	ENSMUSG00000024650	Slc22a6
10090.ENSMUSP00000010251	ENSMUSP00000010251	ENSMUSG00000063796	Slc22a8
10090.ENSMUSP00000010267	ENSMUSP00000010267	ENSMUSG00000010122	Slc47a1
10090.ENSMUSP00000010278	ENSMUSP00000010278	ENSMUSG00000000561	Wdr77
10090.ENSMUSP00000010279	ENSMUSP00000010279	ENSMUSG00000074344	Tmigd3
10090.ENSMUSP00000010280	ENSMUSP00000010280	ENSMUSG00000010136	Pifo
10090.ENSMUSP00000010286	ENSMUSP00000010286	ENSMUSG00000010142	Tnfrsf13b
10090.ENSMUSP00000010298	ENSMUSP00000010298	ENSMUSG00000010154	Spire2
10090.ENSMUSP00000010348	ENSMUSP00000010348	ENSMUSG00000079677	Fdx2
10090.ENSMUSP00000010421	ENSMUSP00000010421	ENSMUSG00000010277	2610507B11Rik
10090.ENSMUSP00000010434	ENSMUSP00000010434	ENSMUSG00000010290	AI597479
10090.ENSMUSP00000010451	ENSMUSP00000010451	ENSMUSG00000010307	Tmem86a
10090.ENSMUSP00000010502	ENSMUSP00000010502	ENSMUSG00000010358	Ifi35
10090.ENSMUSP00000010506	ENSMUSP00000010506	ENSMUSG00000010362	Rdm1
10090.ENSMUSP00000010520	ENSMUSP00000010520	ENSMUSG00000010376	Nedd8
10090.ENSMUSP00000010536	ENSMUSP00000010536	ENSMUSG00000010392	Gosr1
10090.ENSMUSP00000010550	ENSMUSP00000010550	ENSMUSG00000010406	Mrpl52
10090.ENSMUSP00000010579	ENSMUSP00000010579	ENSMUSG00000010435	Spaca7
10090.ENSMUSP00000010605	ENSMUSP00000010605	ENSMUSG00000018341	Il12rb2
10090.ENSMUSP00000010673	ENSMUSP00000010673	ENSMUSG00000010529	Gm266
10090.ENSMUSP00000010736	ENSMUSP00000010736	ENSMUSG00000010592	Dazl
10090.ENSMUSP00000010795	ENSMUSP00000010795	ENSMUSG00000010651	Acaa1b
10090.ENSMUSP00000010804	ENSMUSP00000010804	ENSMUSG00000010660	Plcd1
10090.ENSMUSP00000010807	ENSMUSP00000010807	ENSMUSG00000010663	Fads1
10090.ENSMUSP00000010899	ENSMUSP00000010899	ENSMUSG00000010755	Cars
10090.ENSMUSP00000010904	ENSMUSP00000010904	ENSMUSG00000010760	Phlda2
10090.ENSMUSP00000010940	ENSMUSP00000010940	ENSMUSG00000010796	Asz1
10090.ENSMUSP00000010941	ENSMUSP00000010941	ENSMUSG00000010797	Wnt2
10090.ENSMUSP00000010974	ENSMUSP00000010974	ENSMUSG00000010830	Kdelr3
10090.ENSMUSP00000010985	ENSMUSP00000010985	ENSMUSG00000010841	Cfap97d1
10090.ENSMUSP00000011029	ENSMUSP00000011029	ENSMUSG00000027679	Dnajc19
10090.ENSMUSP00000011055	ENSMUSP00000011055	ENSMUSG00000010911	Apip
10090.ENSMUSP00000011058	ENSMUSP00000011058	ENSMUSG00000010914	Pdhx
10090.ENSMUSP00000011152	ENSMUSP00000011152	ENSMUSG00000011008	Mcoln2
10090.ENSMUSP00000011178	ENSMUSP00000011178	ENSMUSG00000011034	Slc5a1
10090.ENSMUSP00000011262	ENSMUSP00000011262	ENSMUSG00000011118	Panx3
10090.ENSMUSP00000011298	ENSMUSP00000011298	ENSMUSG00000011154	Cfap161
10090.ENSMUSP00000011302	ENSMUSP00000011302	ENSMUSG00000011158	Brf1
10090.ENSMUSP00000011315	ENSMUSP00000011315	ENSMUSG00000011171	Vipr2
10090.ENSMUSP00000011391	ENSMUSP00000011391	ENSMUSG00000047257	Prss45
10090.ENSMUSP00000011398	ENSMUSP00000011398	ENSMUSG00000011254	Thg1l
10090.ENSMUSP00000011400	ENSMUSP00000011400	ENSMUSG00000011256	Adam19
10090.ENSMUSP00000011445	ENSMUSP00000011445	ENSMUSG00000031495	Cd209d
10090.ENSMUSP00000011450	ENSMUSP00000011450	ENSMUSG00000011306	Sugp1
10090.ENSMUSP00000011492	ENSMUSP00000011492	ENSMUSG00000027710	Acad9
10090.ENSMUSP00000011493	ENSMUSP00000011493	ENSMUSG00000011349	Dmrtc2
10090.ENSMUSP00000011526	ENSMUSP00000011526	ENSMUSG00000011382	Dhdh
10090.ENSMUSP00000011607	ENSMUSP00000011607	ENSMUSG00000011463	Cpb1
10090.ENSMUSP00000011623	ENSMUSP00000011623	ENSMUSG00000002668	Dennd1c
10090.ENSMUSP00000011733	ENSMUSP00000011733	ENSMUSG00000011589	Fsd1
10090.ENSMUSP00000011776	ENSMUSP00000011776	ENSMUSG00000011632	Pinlyp
